tenant,id,status,invoice_id,invoice_no,partner_detail_id,child_tenant_partner_detail_id,tenantCode,invoice_sequence_type,error_reason
th214,859280,READY_FOR_RACKING,,,186028,187264,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859281,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859282,READY_FOR_RACKING,,,186028,38023,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859283,READY_FOR_RACKING,,,186028,38023,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859284,READY_FOR_RACKING,,,186028,187264,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859285,READY_FOR_RACKING,,,186028,38023,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859286,READY_FOR_RACKING,,,186028,187264,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859287,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859288,READY_FOR_RACKING,,,186028,38023,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859289,READY_FOR_RACKING,,,186028,187264,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859290,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859291,READY_FOR_RACKING,,,186028,187264,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859292,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859293,READY_FOR_RACKING,,,186028,190659,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859294,READY_FOR_RACKING,,,186028,187264,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859295,READY_FOR_RACKING,,,186028,190659,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859296,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859297,READY_FOR_RACKING,,,186028,190659,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859298,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859299,READY_FOR_RACKING,,,186028,190659,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859300,READY_FOR_RACKING,,,186028,187264,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859301,READY_FOR_RACKING,,,186028,190659,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859302,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859303,READY_FOR_RACKING,,,186028,187264,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859304,READY_FOR_RACKING,,,186028,109,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859305,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859306,READY_FOR_RACKING,,,186028,109,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859307,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859308,READY_FOR_RACKING,,,186028,109,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859309,READY_FOR_RACKING,,,186028,187264,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859310,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859311,READY_FOR_RACKING,,,186028,187264,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859312,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859313,READY_FOR_RACKING,,,186028,109,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859314,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859315,READY_FOR_RACKING,,,186028,187264,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859316,READY_FOR_RACKING,,,186028,109,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859317,READY_FOR_RACKING,,,186028,187264,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859318,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859319,READY_FOR_RACKING,,,186028,187264,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859320,READY_FOR_RACKING,,,186028,187331,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859321,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859322,READY_FOR_RACKING,,,186028,187264,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859323,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859324,READY_FOR_RACKING,,,186028,187331,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859325,READY_FOR_RACKING,,,186028,187264,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859326,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859327,READY_FOR_RACKING,,,186028,187264,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859328,READY_FOR_RACKING,,,186028,187331,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859329,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859330,READY_FOR_RACKING,,,186028,187264,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859331,READY_FOR_RACKING,,,186028,187331,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859332,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859334,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859335,READY_FOR_RACKING,,,186028,187331,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859336,READY_FOR_RACKING,,,186028,187264,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859337,READY_FOR_RACKING,,,186028,187264,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859338,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859339,READY_FOR_RACKING,,,186028,187331,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859340,READY_FOR_RACKING,,,186028,187264,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859341,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859342,READY_FOR_RACKING,,,186028,187264,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859343,READY_FOR_RACKING,,,186028,9624,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859344,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859345,READY_FOR_RACKING,,,186028,187264,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859346,READY_FOR_RACKING,,,186028,9624,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859348,READY_FOR_RACKING,,,186028,187264,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859349,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859350,READY_FOR_RACKING,,,186028,187264,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859352,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859354,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859355,READY_FOR_RACKING,,,186028,6027,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859356,READY_FOR_RACKING,,,186028,187264,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859357,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859358,READY_FOR_RACKING,,,186028,187264,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859359,READY_FOR_RACKING,,,186028,6027,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859360,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859361,READY_FOR_RACKING,,,186028,6027,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859362,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859363,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859364,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859365,READY_FOR_RACKING,,,186028,190320,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859366,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859367,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859368,READY_FOR_RACKING,,,186028,190320,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859369,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859370,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859371,READY_FOR_RACKING,,,186028,190320,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859372,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859373,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859374,READY_FOR_RACKING,,,186028,190320,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859375,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859376,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859377,READY_FOR_RACKING,,,186028,190320,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859378,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859379,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859380,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859381,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859382,READY_FOR_RACKING,,,186028,190516,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859383,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859384,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859385,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859386,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859387,READY_FOR_RACKING,,,186028,190516,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859388,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859389,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859390,READY_FOR_RACKING,,,186028,190516,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859391,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859392,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859393,READY_FOR_RACKING,,,186028,190516,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859394,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859395,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859396,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859397,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859398,READY_FOR_RACKING,,,186028,190516,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859399,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859400,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859401,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859402,READY_FOR_RACKING,,,186028,190516,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859403,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859404,READY_FOR_RACKING,,,186028,190516,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859405,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859406,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859407,READY_FOR_RACKING,,,186028,190516,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859408,READY_FOR_RACKING,,,186028,190516,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859409,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859410,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859411,READY_FOR_RACKING,,,186028,190516,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859412,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859413,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859414,READY_FOR_RACKING,,,186028,190516,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859416,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859417,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859418,READY_FOR_RACKING,,,186028,190516,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859419,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859420,READY_FOR_RACKING,,,186028,190516,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859421,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859422,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859423,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859424,READY_FOR_RACKING,,,186028,190516,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859425,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859426,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859427,READY_FOR_RACKING,,,186028,190516,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859428,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859429,READY_FOR_RACKING,,,186028,190516,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859430,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859431,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859432,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859433,READY_FOR_RACKING,,,186028,190516,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859434,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859435,READY_FOR_RACKING,,,186028,190516,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859436,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859437,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859438,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859439,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859440,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859441,READY_FOR_RACKING,,,186028,190516,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859442,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859443,READY_FOR_RACKING,,,186028,190516,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859444,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859445,READY_FOR_RACKING,,,186028,190516,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859446,READY_FOR_RACKING,,,186028,13653,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859448,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859449,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859450,READY_FOR_RACKING,,,186028,190516,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859451,READY_FOR_RACKING,,,186028,190766,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859452,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859453,READY_FOR_RACKING,,,186028,190766,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859454,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859455,READY_FOR_RACKING,,,186028,190766,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859456,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859457,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859458,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859459,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859460,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859461,READY_FOR_RACKING,,,186028,190766,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859462,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859463,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859464,READY_FOR_RACKING,,,186028,190766,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859465,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859466,READY_FOR_RACKING,,,186028,190766,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859467,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859468,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859469,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859470,READY_FOR_RACKING,,,186028,190766,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859471,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859472,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859473,READY_FOR_RACKING,,,186028,190766,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859474,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859475,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859476,READY_FOR_RACKING,,,186028,190766,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859477,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859478,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859479,READY_FOR_RACKING,,,186028,190766,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859480,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859481,READY_FOR_RACKING,,,186028,190766,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859482,READY_FOR_RACKING,,,186028,190766,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859483,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859484,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859485,READY_FOR_RACKING,,,186028,190766,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859486,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859487,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859488,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859489,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859490,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859491,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859492,READY_FOR_RACKING,,,186028,190766,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859493,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859494,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859495,READY_FOR_RACKING,,,186028,190766,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859496,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859497,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859498,READY_FOR_RACKING,,,186028,190766,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859499,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859500,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859501,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859502,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859503,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859505,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859507,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859508,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859509,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859510,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859512,READY_FOR_RACKING,,,186028,7247,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859514,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859515,READY_FOR_RACKING,,,186028,32474,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859516,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859517,READY_FOR_RACKING,,,186028,8912,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859518,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859519,READY_FOR_RACKING,,,186028,8912,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859520,READY_FOR_RACKING,,,186028,32474,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859521,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859522,READY_FOR_RACKING,,,186028,8912,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859523,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859524,READY_FOR_RACKING,,,186028,8912,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859525,READY_FOR_RACKING,,,186028,32474,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859526,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859527,READY_FOR_RACKING,,,186028,190310,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859528,READY_FOR_RACKING,,,186028,32474,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859529,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859530,READY_FOR_RACKING,,,186028,190310,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859531,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859532,READY_FOR_RACKING,,,186028,190310,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859533,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859534,READY_FOR_RACKING,,,186028,32474,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859535,READY_FOR_RACKING,,,186028,190310,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859536,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859537,READY_FOR_RACKING,,,186028,190310,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859538,READY_FOR_RACKING,,,186028,32474,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859539,READY_FOR_RACKING,,,186028,1752,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859540,READY_FOR_RACKING,,,186028,190310,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859541,READY_FOR_RACKING,,,186028,32474,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
th214,859542,READY_FOR_RACKING,,,186028,190310,th21,DEBIT_NOTE_NUMBER,No warehouse ID found
